,pagerank
"[BUS]20.037494,50.019049",3.7395757146748195e-05
"[BUS]20.041446,50.018969",3.513051118485544e-05
"[BUS]20.037875,50.019148",2.534592195540441e-05
"[BUS]19.792876,50.019287",7.269499268546046e-05
"[BUS]20.040816,50.019257",5.996575894827663e-05
"[BUS]20.191676,50.019207",7.677731079380798e-05
"[BUS]19.987403,50.019594",7.716534448828345e-05
"[BUS]19.822334,50.019828",5.074906780384429e-05
"[BUS]20.039625,50.019379",4.6350735836831756e-05
"[BUS]19.724294,50.019698",7.384830695935548e-05
"[BUS]19.65312,50.019552",0.00010003509097730905
"[BUS]19.960584,50.019746",7.794180150070046e-05
"[BUS]19.79377,50.019725",7.11024157387461e-05
"[BUS]19.944123,50.019295",3.557292233047365e-05
"[BUS]20.040008,50.019379",2.9157429878374487e-05
"[BUS]19.746663,50.019775",3.8401926683535544e-05
"[BUS]20.192353,50.019474",8.15357125705689e-05
"[BUS]19.977387,50.019498",2.6693511529254552e-05
"[BUS]19.653189,50.020074",6.418636097291201e-05
"[BUS]19.952855,50.019756",7.136642651390885e-05
"[BUS]19.872178,50.019794",5.6114468643697686e-05
"[BUS]19.724728,50.019974",7.010996035779107e-05
"[BUS]20.192993,50.019721",4.546099416064138e-05
"[BUS]19.746933,50.020238",7.374162265893431e-05
"[BUS]19.986483,50.020142",9.360635792743506e-05
"[BUS]19.823599,50.020346",7.094335203323671e-05
"[BUS]20.193315,50.019846",4.306338132208385e-05
"[BUS]19.845346,50.021376",3.6274858673524915e-05
"[BUS]19.953529,50.020026",6.643775868824897e-05
"[BUS]20.193669,50.019981",7.93231042431382e-05
"[BUS]19.953832,50.02013",6.617293264163793e-05
"[BUS]19.793557,50.020965",7.009257921046169e-05
"[BUS]19.653177,50.020392",3.601151162921408e-05
"[BUS]19.897513,50.020086",1.9785858359718577e-05
"[BUS]20.194081,50.02014",4.2122137063067236e-05
"[BUS]19.982454,50.022329",0.00011831303421888888
"[BUS]19.725492,50.020332",3.896742955045713e-05
"[BUS]19.986066,50.020198",4.626880504653757e-05
"[BUS]19.747301,50.020845",4.0981005389463784e-05
"[BUS]19.958057,50.020372",5.7947071046594395e-05
"[BUS]19.725786,50.020463",4.231720725026101e-05
"[BUS]20.194838,50.020432",7.617210904768645e-05
"[BUS]19.985794,50.020357",4.443138163023084e-05
"[BUS]19.653152,50.020884",6.735190183620505e-05
"[BUS]19.824352,50.020588",6.692467373711113e-05
"[BUS]19.726162,50.020632",4.509229588679063e-05
"[BUS]19.868844,50.020729",6.099461593844782e-05
"[BUS]19.72656,50.02081",4.7354624804301485e-05
"[BUS]19.961418,50.020774",4.698774532988289e-05
"[BUS]19.825284,50.020951",4.1308966906161045e-05
"[BUS]20.195734,50.020779",7.966863704005979e-05
"[BUS]19.728711,50.021773",8.56760992352259e-05
"[BUS]19.942658,50.021488",7.277236055848707e-05
"[BUS]19.747715,50.021531",4.451075902057495e-05
"[BUS]19.962032,50.021066",5.710135304031292e-05
"[BUS]19.960244,50.021583",0.00010723881935562846
"[BUS]20.196309,50.021014",8.454114013480058e-05
"[BUS]19.868176,50.02111",3.282200912342841e-05
"[BUS]19.652078,50.022274",6.501859135938761e-05
"[BUS]19.793653,50.021965",6.846574120841308e-05
"[BUS]19.908951,50.021484",5.749672322037802e-05
"[BUS]19.984278,50.021251",4.192041023375348e-05
"[BUS]19.827065,50.021698",3.9618314945391055e-05
"[BUS]19.899144,50.021441",3.0232985779043563e-05
"[BUS]19.983904,50.021469",3.7148336856712145e-05
"[BUS]19.867355,50.021777",6.797471201267646e-05
"[BUS]19.748142,50.022235",4.7486954455775224e-05
"[BUS]19.963357,50.021665",4.844143699245128e-05
"[BUS]19.983561,50.02167",3.2775065649820314e-05
"[BUS]19.827614,50.021931",4.2481255100625555e-05
"[BUS]19.929314,50.021739",3.315202694331546e-05
"[BUS]20.050143,50.02232",6.322239372081243e-05
"[BUS]19.729359,50.022064",8.084346242962759e-05
"[BUS]19.866432,50.022544",7.182916237218278e-05
"[BUS]19.928502,50.021851",2.7827313846879776e-05
"[BUS]19.96453,50.022036",7.072844586328751e-05
"[BUS]20.197329,50.02201",4.567970858157454e-05
"[BUS]19.729859,50.022294",7.87167793211836e-05
"[BUS]19.926906,50.022075",2.171727392040326e-05
"[BUS]19.926481,50.022154",2.8774123364923324e-05
"[BUS]19.84674,50.022691",6.921998606146598e-05
"[BUS]19.748733,50.023283",4.9871881843257194e-05
"[BUS]20.197543,50.02225",4.2781261507059485e-05
"[BUS]19.730632,50.022649",7.613811505146404e-05
"[BUS]19.79434,50.022732",6.609006648767898e-05
"[BUS]19.910085,50.022795",5.800840280411777e-05
"[BUS]19.866102,50.022819",7.600812114052937e-05
"[BUS]19.731267,50.02294",7.167568668582094e-05
"[BUS]19.83072,50.023237",4.8612445254614565e-05
"[BUS]19.900708,50.022737",2.4456593475859606e-05
"[BUS]19.967295,50.022989",5.9483069934379244e-05
"[BUS]19.794883,50.023078",6.40413578902753e-05
"[BUS]20.198061,50.022784",3.939981995624326e-05
"[BUS]19.865818,50.023042",4.362771739835552e-05
"[BUS]19.73168,50.02313",6.703732155077463e-05
"[BUS]19.651081,50.023584",6.453457057887145e-05
"[BUS]19.865485,50.02331",7.596678861062008e-05
"[BUS]19.796484,50.023536",0.00010383726995336685
"[BUS]19.901076,50.023078",1.76884556012346e-05
"[BUS]19.732236,50.023373",3.722792239809733e-05
"[BUS]19.933874,50.024013",1.7502928744859965e-05
"[BUS]19.831528,50.023576",6.128176170911685e-05
"[BUS]19.748947,50.023741",9.006724719251329e-05
"[BUS]19.732652,50.023554",4.054969447473061e-05
"[BUS]20.198661,50.023415",7.078694609242216e-05
"[BUS]19.865017,50.023693",4.176392499679228e-05
"[BUS]19.792526,50.025413",4.119765016698964e-05
"[BUS]19.733183,50.023786",4.359019694167164e-05
"[BUS]19.652088,50.02375",3.704380842627273e-05
"[BUS]19.795331,50.024218",6.674264831473023e-05
"[BUS]20.199111,50.023891",7.403975580482511e-05
"[BUS]19.90154,50.023685",1.9455712124262136e-05
"[BUS]19.864619,50.024036",6.975051908355793e-05
"[BUS]19.832371,50.024032",6.979313813102492e-05
"[BUS]20.051313,50.024329",9.887292690638574e-05
"[BUS]19.652602,50.023804",4.125431988093354e-05
"[BUS]19.733582,50.023961",8.078231092931096e-05
"[BUS]19.957948,50.023809",3.658908281841778e-05
"[BUS]19.652965,50.023825",4.492630184234143e-05
"[BUS]19.957116,50.02384",4.044840674764341e-05
"[BUS]19.655013,50.023883",8.340853593388291e-05
"[BUS]19.921209,50.023831",3.333529155020154e-05
"[BUS]19.955274,50.023918",7.552817532282868e-05
"[BUS]19.848493,50.024226",5.891365430576011e-05
"[BUS]19.655676,50.023955",4.481600129778786e-05
"[BUS]19.920848,50.023919",2.78681879709309e-05
"[BUS]19.656263,50.024037",8.297117015207406e-05
"[BUS]19.935048,50.026239",2.9516780972515112e-05
"[BUS]19.734157,50.024212",4.382862609719503e-05
"[BUS]19.863018,50.025393",6.810771580011669e-05
"[BUS]19.65765,50.02425",4.5096263320317485e-05
"[BUS]19.920148,50.024128",2.1755263781589234e-05
"[BUS]19.952116,50.025288",7.147986098723749e-05
"[BUS]19.970956,50.024464",5.33682108259804e-05
"[BUS]19.735247,50.0247",8.251760268927484e-05
"[BUS]19.749063,50.024792",4.7870970376461755e-05
"[BUS]19.658198,50.024373",4.863514941738194e-05
"[BUS]19.919686,50.024266",1.4362087207784372e-05
"[BUS]19.848956,50.024515",7.831584224537769e-05
"[BUS]19.834003,50.024742",7.824601358792429e-05
"[BUS]19.658758,50.024563",5.185983167405282e-05
"[BUS]20.199589,50.0244",3.9159978670497706e-05
"[BUS]19.794849,50.024805",6.853055106076928e-05
"[BUS]19.668574,50.024508",9.84719747447149e-05
"[BUS]19.668885,50.024546",5.110465910079344e-05
"[BUS]19.671416,50.025113",5.258465021975327e-05
"[BUS]19.659548,50.024858",9.317126412217798e-05
"[BUS]19.91263,50.025965",9.782708205036636e-05
"[BUS]20.200184,50.025016",6.975027583998406e-05
"[BUS]19.735914,50.024998",7.968184598172459e-05
"[BUS]19.667709,50.024764",5.212951197092741e-05
"[BUS]19.749064,50.025423",5.084882060810802e-05
"[BUS]19.834504,50.024901",4.909736188848902e-05
"[BUS]19.918429,50.024834",1.3163673046542106e-05
"[BUS]19.660114,50.025085",4.8225734208424005e-05
"[BUS]19.834824,50.024967",0.00010117453897756969
"[BUS]19.835919,50.025172",6.266474023243039e-05
"[BUS]19.850279,50.025274",3.349753813057804e-05
"[BUS]19.660719,50.025204",4.980093404425317e-05
"[BUS]19.960105,50.02567",4.72711856830065e-05
"[BUS]19.672208,50.025346",5.3674101525249736e-05
"[BUS]19.902555,50.025117",2.6981407815363752e-05
"[BUS]19.836259,50.025235",6.164787760085787e-05
"[BUS]19.661861,50.025398",5.169428126624973e-05
"[BUS]19.837651,50.025544",6.120789059268575e-05
"[BUS]19.850618,50.02545",3.8007692980134414e-05
"[BUS]19.78675,50.02845",7.128017596520582e-05
"[BUS]19.973168,50.025808",5.007386077451437e-05
"[BUS]19.673019,50.025534",5.435909468534671e-05
"[BUS]19.975536,50.026033",0.00012538333317350727
"[BUS]19.902992,50.025599",4.085397491202924e-05
"[BUS]19.862737,50.025649",6.788017897566534e-05
"[BUS]19.663178,50.025572",5.402621327748606e-05
"[BUS]19.792094,50.025658",6.449382909372502e-05
"[BUS]19.749039,50.026707",5.33558791713071e-05
"[BUS]19.950763,50.025588",5.042400604446182e-05
"[BUS]19.851141,50.025702",7.20828746045272e-05
"[BUS]19.832304,50.025811",3.509430963654383e-05
"[BUS]19.666776,50.025568",0.00010054045911998148
"[BUS]20.03947,50.028386",5.9359003546635837e-05
"[BUS]19.97701,50.025495",3.497265454627501e-05
"[BUS]19.674456,50.0258",5.465220746441713e-05
"[BUS]19.838108,50.025645",5.9668811950005025e-05
"[BUS]20.200709,50.025569",7.110957660401573e-05
"[BUS]19.664409,50.025782",5.5141457718232565e-05
"[BUS]20.051422,50.025581",5.4071668582298416e-05
"[BUS]19.93589,50.029398",4.882696824963739e-05
"[BUS]19.977624,50.026077",2.476950354422195e-05
"[BUS]19.838946,50.025831",5.8615681836574465e-05
"[BUS]19.797412,50.026454",7.798052790836514e-05
"[BUS]19.738173,50.02601",7.668389732294999e-05
"[BUS]19.665886,50.025729",5.877177801288087e-05
"[BUS]19.664755,50.025803",5.897952499018351e-05
"[BUS]19.691535,50.025796",4.078887199770375e-05
"[BUS]19.692031,50.025833",4.441065765254705e-05
"[BUS]19.691121,50.025799",7.312627819320287e-05
"[BUS]19.675309,50.025951",5.47090630878347e-05
"[BUS]19.790425,50.026754",6.276732345155596e-05
"[BUS]19.862243,50.026007",3.657887402989055e-05
"[BUS]19.831276,50.027114",4.236661158397579e-05
"[BUS]19.840149,50.026129",5.568098362102963e-05
"[BUS]19.692532,50.025868",8.175567579237637e-05
"[BUS]19.90352,50.025979",3.25647033683908e-05
"[BUS]19.690179,50.025856",0.00010636239927957916
"[BUS]19.681062,50.026641",9.691990404372441e-05
"[BUS]20.201213,50.026002",7.275837688677736e-05
"[BUS]19.693347,50.025964",4.37060180556718e-05
"[BUS]19.689408,50.025909",4.124180031884595e-05
"[BUS]19.688636,50.025961",7.576031664949029e-05
"[BUS]19.675963,50.026277",9.721726330986672e-05
"[BUS]19.694184,50.026159",7.957851204944586e-05
"[BUS]19.688122,50.025996",4.0670288199231504e-05
"[BUS]19.86177,50.026269",3.162487417050848e-05
"[BUS]19.738984,50.026373",7.23726507721033e-05
"[BUS]19.68762,50.02603",3.6819883267967475e-05
"[BUS]19.687126,50.0261",7.821825345720004e-05
"[BUS]19.974902,50.026167",9.502882358285508e-05
"[BUS]19.841006,50.026364",8.315764431917998e-05
"[BUS]19.686579,50.026202",8.431777242726844e-05
"[BUS]19.694792,50.026306",7.583446109744985e-05
"[BUS]19.679587,50.026289",8.002983690653258e-05
"[BUS]19.977315,50.026259",1.0742324076348702e-05
"[BUS]19.861473,50.026421",2.4853638004908616e-05
"[BUS]19.686201,50.026273",4.5585156378540743e-05
"[BUS]19.676389,50.026503",5.148758977097243e-05
"[BUS]19.904142,50.026298",1.0935719529807998e-05
"[BUS]19.67998,50.026361",7.375609215066877e-05
"[BUS]19.695159,50.026409",4.206119182941511e-05
"[BUS]19.852179,50.02684",3.152002238592645e-05
"[BUS]19.73926,50.026497",3.9687900882153166e-05
"[BUS]19.841535,50.026426",5.525795757004774e-05
"[BUS]19.685594,50.026386",4.189656277521538e-05
"[BUS]19.695443,50.026516",4.571343169317434e-05
"[BUS]19.84205,50.026453",5.6203284457017996e-05
"[BUS]19.842685,50.026492",5.3768817149355143e-05
"[BUS]19.685207,50.026459",7.546360646310102e-05
"[BUS]20.20199,50.026482",3.8625448111100815e-05
"[BUS]19.739649,50.026671",7.329494954946524e-05
"[BUS]19.676734,50.026608",5.3152340713120364e-05
"[BUS]19.696298,50.026866",8.42794549169882e-05
"[BUS]19.684741,50.026546",3.947957110322265e-05
"[BUS]19.677927,50.02658",8.874606991235883e-05
"[BUS]19.677389,50.026665",9.977459777962347e-05
"[BUS]19.684142,50.026658",7.130780665047587e-05
"[BUS]19.74025,50.02694",6.951312091718818e-05
"[BUS]19.681704,50.026751",3.6819883267967475e-05
"[BUS]19.905142,50.026706",1.8863597739759696e-05
"[BUS]19.749021,50.028281",5.466813547744104e-05
"[BUS]19.682268,50.026788",4.0670288199231504e-05
"[BUS]20.202434,50.026752",7.066142650410191e-05
"[BUS]19.789416,50.0272",6.228062998733569e-05
"[BUS]19.683012,50.026794",7.576031664949029e-05
"[BUS]19.852112,50.027315",6.326616353117372e-05
"[BUS]19.935652,50.027366",1.0842220509028813e-05
"[BUS]19.697575,50.027312",7.763084076241614e-05
"[BUS]19.967614,50.0271",7.750005425721066e-05
"[BUS]19.968837,50.026936",2.858479957070289e-05
"[BUS]19.740672,50.027128",3.876216234938357e-05
"[BUS]19.968209,50.026983",4.542890252210245e-05
"[BUS]19.976191,50.02736",2.384616068278577e-05
"[BUS]19.84561,50.02718",5.322886085187541e-05
"[BUS]19.741253,50.027387",7.385501452463412e-05
"[BUS]19.845986,50.027252",5.280851752785755e-05
"[BUS]19.798418,50.02752",4.247671018572859e-05
"[BUS]19.788614,50.027566",6.208785649928412e-05
"[BUS]19.96526,50.027415",7.098092696227368e-05
"[BUS]20.203669,50.027483",7.736349625619518e-05
"[BUS]19.69838,50.027704",4.2115532592234826e-05
"[BUS]19.935959,50.027914",3.252249675057773e-05
"[BUS]19.741945,50.027696",4.0981005389463784e-05
"[BUS]19.798764,50.027876",4.540855100793629e-05
"[BUS]19.830783,50.027831",2.7461693564339336e-05
"[BUS]19.852033,50.027902",3.6385238441348254e-05
"[BUS]19.963875,50.027601",3.8194893439122354e-05
"[BUS]19.962205,50.027946",8.386653189537941e-05
"[BUS]19.848133,50.027838",5.1100561905272165e-05
"[BUS]19.907347,50.027618",2.5198824140293822e-05
"[BUS]19.963443,50.027684",3.399706629425306e-05
"[BUS]19.742874,50.02811",4.451075902057495e-05
"[BUS]19.699021,50.027998",7.881131596787467e-05
"[BUS]20.051605,50.027722",3.960347739578761e-05
"[BUS]19.907713,50.02776",1.8574368936380502e-05
"[BUS]19.908013,50.027874",1.0791666112533012e-05
"[BUS]19.798987,50.028101",4.7824672836362744e-05
"[BUS]19.974871,50.028646",3.248645080435522e-05
"[BUS]20.204454,50.027948",4.26206236960041e-05
"[BUS]19.961697,50.028118",5.547230900370348e-05
"[BUS]20.051614,50.028099",7.24410267940422e-05
"[BUS]19.699504,50.028111",4.308720372360821e-05
"[BUS]19.799256,50.028284",4.974255237787251e-05
"[BUS]19.743203,50.028256",4.7486954455775224e-05
"[BUS]19.700359,50.028284",8.041466878611008e-05
"[BUS]19.960353,50.028318",0.00011900533758240226
"[BUS]19.849178,50.028238",4.9396846492282234e-05
"[BUS]19.936296,50.028395",2.3325589386166663e-05
"[BUS]20.204914,50.028223",6.455570631695533e-05
"[BUS]19.850156,50.028598",7.371705776264316e-05
"[BUS]19.744819,50.028976",4.9871881843257194e-05
"[BUS]19.749023,50.029609",5.87699974206264e-05
"[BUS]19.800179,50.028779",8.812556747959973e-05
"[BUS]20.204261,50.028424",2.0857805417858787e-05
"[BUS]19.701078,50.028644",7.527742787669494e-05
"[BUS]20.205338,50.028465",9.946277228270166e-05
"[BUS]20.051621,50.028535",7.84863837346638e-05
"[BUS]20.202813,50.028804",4.6552455473467066e-05
"[BUS]19.940017,50.028606",5.874958570144624e-05
"[BUS]19.959566,50.028448",2.7406580344991798e-05
"[BUS]19.7861,50.028757",6.338996906594615e-05
"[BUS]19.973529,50.029948",3.622490995625711e-05
"[BUS]19.850626,50.0287",7.710047075630368e-05
"[BUS]19.701415,50.028855",7.158561654504328e-05
"[BUS]19.947288,50.030381",5.603509206276487e-05
"[BUS]20.20601,50.028888",0.00012251356890813266
"[BUS]19.938228,50.028874",2.7365026524302828e-05
"[BUS]19.957904,50.028888",5.493899641635677e-05
"[BUS]20.200836,50.029342",6.380877999697267e-05
"[BUS]20.201948,50.029029",2.89312960540373e-05
"[BUS]19.785374,50.029098",6.438170831787402e-05
"[BUS]19.702194,50.029344",6.927609716039525e-05
"[BUS]19.854073,50.028982",6.436542479286931e-05
"[BUS]19.748662,50.030689",5.160984158764427e-05
"[BUS]19.854859,50.029082",8.086804634084018e-05
"[BUS]19.80133,50.029159",8.126694451930546e-05
"[BUS]19.910669,50.028995",1.8423995404348855e-05
"[BUS]19.829228,50.030571",5.099507880842146e-05
"[BUS]20.206375,50.029108",5.304746518277733e-05
"[BUS]20.051668,50.029138",8.54716662013776e-05
"[BUS]19.855614,50.029184",7.495230890074713e-05
"[BUS]19.856013,50.029236",5.3930956661079436e-05
"[BUS]19.95521,50.029215",1.4408310841830037e-05
"[BUS]19.856999,50.029342",8.16968481808584e-05
"[BUS]19.784513,50.029502",6.553809906651849e-05
"[BUS]19.802021,50.029361",7.849574533126071e-05
"[BUS]19.858098,50.029289",6.448218330093289e-05
"[BUS]19.954771,50.029288",1.8418397232874732e-05
"[BUS]20.206717,50.029314",5.179005104936537e-05
"[BUS]19.911612,50.029339",1.0617017646930363e-05
"[BUS]19.70277,50.02978",3.8854037684757324e-05
"[BUS]19.806938,50.029512",6.713322938524158e-05
"[BUS]19.918505,50.029386",4.531130657597119e-05
"[BUS]19.803199,50.02948",7.60504691649328e-05
"[BUS]20.197905,50.031092",7.475258198291675e-05
"[BUS]19.805196,50.029447",6.85719235773304e-05
"[BUS]19.860004,50.029803",5.6939986294203954e-05
"[BUS]19.80384,50.029524",7.167568668582094e-05
"[BUS]20.207,50.029484",4.967701753475902e-05
"[BUS]19.804763,50.029494",7.202112437423126e-05
"[BUS]19.804162,50.029527",3.922296392427004e-05
"[BUS]19.749,50.03084",0.00017812103314544084
"[BUS]20.199899,50.029838",2.7650387414708645e-05
"[BUS]19.918809,50.029656",4.242927913421627e-05
"[BUS]19.703184,50.030163",4.231720725026101e-05
"[BUS]19.860546,50.030099",6.0159645232054483e-05
"[BUS]19.972508,50.031058",3.653150694798655e-05
"[BUS]20.051729,50.02983",4.6403734112068304e-05
"[BUS]20.198414,50.030774",5.87138499719226e-05
"[BUS]20.207611,50.029845",4.765760680657903e-05
"[BUS]19.935334,50.029928",4.410235175650908e-05
"[BUS]19.783248,50.030094",6.714310378551189e-05
"[BUS]19.919365,50.030169",7.77888407382643e-05
"[BUS]19.951017,50.030374",4.9387590462377004e-05
"[BUS]19.860913,50.030261",6.0080974115918456e-05
"[BUS]19.809187,50.030344",6.653075118090574e-05
"[BUS]19.782775,50.030315",6.962057317629748e-05
"[BUS]19.70347,50.03035",7.789432625683131e-05
"[BUS]19.861312,50.0304",6.044644118874136e-05
"[BUS]20.051814,50.03081",8.594053790715376e-05
"[BUS]19.862378,50.030724",5.89774998394371e-05
"[BUS]19.782159,50.030602",4.241110210644459e-05
"[BUS]19.809613,50.03064",3.785614441204962e-05
"[BUS]19.704405,50.030859",7.34154640171565e-05
"[BUS]19.914424,50.030509",1.0432611388805779e-05
"[BUS]19.95029,50.030672",0.00010308653800681318
"[BUS]20.208769,50.030543",4.556773816011922e-05
"[BUS]19.780713,50.031277",7.732682538818484e-05
"[BUS]19.937676,50.031208",1.1276253081766724e-05
"[BUS]19.810034,50.03083",7.23476944863696e-05
"[BUS]19.924324,50.030755",3.968754949732598e-05
"[BUS]19.862948,50.0309",5.80596511186065e-05
"[BUS]19.923594,50.030898",4.257886007498566e-05
"[BUS]20.093212,50.030813",3.9725952952696e-05
"[BUS]19.704855,50.031082",4.061343364711583e-05
"[BUS]20.092566,50.031016",2.63029171053676e-05
"[BUS]19.948008,50.031178",3.330073014035231e-05
"[BUS]19.864177,50.031273",5.5978413523374545e-05
"[BUS]19.759205,50.035316",0.00020155542606561415
"[BUS]19.811006,50.031219",6.939972905148837e-05
"[BUS]19.922246,50.031222",4.948478520399003e-05
"[BUS]20.090375,50.03237",3.1797078808250155e-05
"[BUS]19.971598,50.031947",9.369349862004767e-05
"[BUS]19.705408,50.0315",7.759715703588222e-05
"[BUS]20.197145,50.031583",5.4790478520325275e-05
"[BUS]20.094506,50.031133",6.330818242823126e-05
"[BUS]20.095187,50.031655",6.48796315779696e-05
"[BUS]19.938252,50.032294",3.3174962529960654e-05
"[BUS]19.921684,50.03136",8.852849306519581e-05
"[BUS]19.774946,50.033979",8.752876554276317e-05
"[BUS]19.864919,50.031517",8.803477969755166e-05
"[BUS]19.811784,50.031531",3.876216234938357e-05
"[BUS]20.21015,50.031358",4.322997801047422e-05
"[BUS]19.780101,50.031562",6.883922259943287e-05
"[BUS]20.210785,50.031676",8.094323196199855e-05
"[BUS]19.812471,50.031804",7.385501452463412e-05
"[BUS]20.194608,50.031545",3.796508529268167e-05
"[BUS]20.194076,50.03158",7.319882159734525e-05
"[BUS]19.70593,50.03181",4.28604199922086e-05
"[BUS]20.195065,50.031563",3.312953233473706e-05
"[BUS]19.865497,50.031718",5.907569234823419e-05
"[BUS]20.193241,50.031712",7.077822619260637e-05
"[BUS]19.779228,50.031972",4.1485718913857556e-05
"[BUS]19.948417,50.031957",7.704637738642602e-05
"[BUS]19.925811,50.031629",7.143101355833348e-05
"[BUS]19.919871,50.031803",1.773002201048223e-05
"[BUS]19.865878,50.031864",5.965801666009653e-05
"[BUS]19.919173,50.031961",2.9648944870361705e-05
"[BUS]19.813008,50.032018",4.0981005389463784e-05
"[BUS]19.706362,50.03202",8.041466878611008e-05
"[BUS]19.867627,50.032536",6.087475187522849e-05
"[BUS]20.095483,50.0321",5.4808938412305695e-05
"[BUS]20.211534,50.031972",8.963047652644188e-05
"[BUS]19.94775,50.032343",8.77820234123028e-05
"[BUS]20.192437,50.033538",6.954134763659521e-05
"[BUS]19.778463,50.03233",6.482332798570516e-05
"[BUS]19.813607,50.032264",4.451075902057495e-05
"[BUS]20.096721,50.032155",6.788888011946145e-05
"[BUS]19.829196,50.032569",3.12283933118982e-05
"[BUS]19.70711,50.032324",4.352743557888233e-05
"[BUS]19.814344,50.032569",8.264540033461559e-05
"[BUS]20.056902,50.032365",5.194484127588991e-05
"[BUS]19.971096,50.032315",1.8163936469106547e-05
"[BUS]19.70788,50.03264",7.989239371684729e-05
"[BUS]19.777402,50.032823",6.464554033435778e-05
"[BUS]20.095449,50.032946",4.35565220569162e-05
"[BUS]20.212519,50.032359",4.992859096232143e-05
"[BUS]20.088437,50.033585",6.376072374855006e-05
"[BUS]20.213815,50.032824",9.482091485253325e-05
"[BUS]19.925818,50.032532",7.734341257186268e-05
"[BUS]19.86797,50.032642",5.8925904763815384e-05
"[BUS]19.970858,50.032543",2.050720833027859e-05
"[BUS]19.815085,50.032856",4.45720106504331e-05
"[BUS]19.868391,50.032724",5.833373619699398e-05
"[BUS]20.097264,50.032997",6.970848756618138e-05
"[BUS]19.708779,50.033067",7.556238781285069e-05
"[BUS]19.871708,50.033227",5.584488316865763e-05
"[BUS]20.054784,50.032836",4.7141757915655815e-05
"[BUS]19.776335,50.033331",6.857702008930894e-05
"[BUS]20.053098,50.032895",3.574684758038026e-05
"[BUS]19.816219,50.03331",8.277775980915751e-05
"[BUS]20.214599,50.032935",5.101596467056221e-05
"[BUS]20.050956,50.03297",4.63003790261679e-05
"[BUS]20.215904,50.033145",0.00011814451961084613
"[BUS]20.050208,50.032996",7.481431611500968e-05
"[BUS]20.04955,50.033019",3.983689922686489e-05
"[BUS]20.047824,50.033068",7.156806167407849e-05
"[BUS]19.709844,50.033573",7.263414802736303e-05
"[BUS]20.047462,50.033082",3.7313417436293885e-05
"[BUS]20.046761,50.033112",7.738291141237908e-05
"[BUS]20.094478,50.033218",4.8356417539818546e-05
"[BUS]20.046413,50.033128",4.173921539810736e-05
"[BUS]20.046014,50.033146",3.8435008561690596e-05
"[BUS]20.044629,50.033204",6.899302732160537e-05
"[BUS]20.093933,50.033324",5.2323953494472485e-05
"[BUS]20.098114,50.033492",7.16034281424886e-05
"[BUS]20.043679,50.033254",3.6131948567253096e-05
"[BUS]20.042902,50.033302",6.31101886075658e-05
"[BUS]20.215503,50.039057",5.3001070436219956e-05
"[BUS]19.872674,50.03338",8.180278741996697e-05
"[BUS]20.093594,50.033392",5.589873867272363e-05
"[BUS]19.873794,50.033576",5.274920893744153e-05
"[BUS]19.710131,50.033661",6.988317662639147e-05
"[BUS]19.939406,50.034406",2.010669036379235e-05
"[BUS]19.710759,50.033826",3.896742955045713e-05
"[BUS]20.191652,50.033754",3.937026730824044e-05
"[BUS]19.875711,50.033911",0.00010499861820954948
"[BUS]20.092552,50.034092",3.350827002644517e-05
"[BUS]20.190978,50.03378",4.345333089802634e-05
"[BUS]20.190398,50.033806",4.6995069482695774e-05
"[BUS]20.188617,50.033889",4.967847150034062e-05
"[BUS]19.711372,50.033985",9.144110384300695e-05
"[BUS]20.187488,50.033969",8.810441709921078e-05
"[BUS]20.087834,50.034151",6.474784716124305e-05
"[BUS]19.876994,50.034131",5.031891237022417e-05
"[BUS]19.71188,50.034121",3.511217543798586e-05
"[BUS]19.715222,50.035484",0.00010993160387915802
"[BUS]20.215615,50.034515",4.1266305068839454e-05
"[BUS]20.098798,50.03429",7.374162265893431e-05
"[BUS]20.092179,50.035289",6.72621149515614e-05
"[BUS]19.712286,50.034284",6.726388146592744e-05
"[BUS]19.877603,50.034218",4.967732191202486e-05
"[BUS]20.185114,50.035196",4.6265642861156356e-05
"[BUS]19.946899,50.034145",3.189461187612762e-05
"[BUS]19.879016,50.034363",7.603991111102545e-05
"[BUS]19.880593,50.03431",7.752244330293232e-05
"[BUS]19.880261,50.034336",4.917062099232592e-05
"[BUS]19.881139,50.034322",5.007686990652919e-05
"[BUS]19.881671,50.034422",9.80379459563471e-05
"[BUS]19.879806,50.034376",6.403027582986316e-05
"[BUS]19.644923,50.034401",3.928536574079767e-05
"[BUS]19.643159,50.038184",4.699957393913891e-05
"[BUS]19.882032,50.034533",5.1231832652038625e-05
"[BUS]19.820088,50.034822",3.229580855335257e-05
"[BUS]19.968821,50.034531",1.808572490570917e-05
"[BUS]19.882813,50.034805",6.714501624587516e-05
"[BUS]20.010751,50.034913",7.275303343117013e-05
"[BUS]20.09898,50.034735",3.8401926683535544e-05
"[BUS]19.995045,50.035063",1.7397615103889518e-05
"[BUS]19.884266,50.034762",8.225324563900327e-05
"[BUS]19.716371,50.036052",7.805746390490592e-05
"[BUS]19.883931,50.034813",5.129002889407769e-05
"[BUS]19.884962,50.034873",5.512842705391813e-05
"[BUS]19.968596,50.034766",1.0196296163933578e-05
"[BUS]19.82108,50.035112",3.965911939541412e-05
"[BUS]20.042307,50.035443",7.540199106439321e-05
"[BUS]19.943084,50.035274",7.994688275285268e-05
