,eigen
"[BUS]19.815629,49.936369",3.4542451931690176e-57
"[BUS]19.759709,49.936552",3.6933046592629846e-56
"[BUS]19.752334,49.936912",1.3462647707149234e-51
"[BUS]19.814899,49.937031",4.2158086227454657e-57
"[BUS]19.896705,49.936615",9.785365313812763e-52
"[BUS]19.966498,49.938226",4.117305586634801e-46
"[BUS]19.766584,49.936776",2.4748478623276645e-68
"[BUS]19.897978,49.936489",3.1902056688936312e-52
"[BUS]19.904182,49.936578",7.520503708891719e-52
"[BUS]19.898462,49.936523",2.4271818543261853e-52
"[BUS]19.760036,49.936638",1.2531935883632625e-56
"[BUS]19.903657,49.936619",4.271808079000639e-52
"[BUS]19.899579,49.936601",4.27180814621174e-52
"[BUS]19.893852,49.937722",7.850446292658753e-42
"[BUS]19.760698,49.936774",6.441541387372147e-57
"[BUS]19.902008,49.936699",1.0067860346943542e-51
"[BUS]19.900569,49.936667",3.2486956298910807e-52
"[BUS]19.901377,49.936723",5.720545422711276e-52
"[BUS]19.761086,49.936876",2.187779604753772e-57
"[BUS]19.896246,49.937103",1.2520823057921824e-42
"[BUS]19.7621,49.937168",7.433667826599299e-58
"[BUS]19.895835,49.936933",1.559845290903148e-42
"[BUS]19.766283,49.937612",1.0769339124116687e-55
"[BUS]19.751119,49.937804",2.202974325731121e-51
"[BUS]19.895553,49.937052",3.500002092280236e-42
"[BUS]19.762519,49.937268",2.5270095906168228e-58
"[BUS]19.810708,49.937706",6.065266835520626e-57
"[BUS]19.812872,49.937274",2.3926702860090113e-57
"[BUS]19.762849,49.937333",8.594849172655715e-59
"[BUS]19.812247,49.937282",3.654026366271997e-57
"[BUS]19.763229,49.937379",4.437193327043111e-59
"[BUS]19.763853,49.937424",2.2984794912517373e-59
"[BUS]19.764626,49.93745",1.207032083322454e-59
"[BUS]19.764963,49.937461",4.207240131520576e-60
"[BUS]19.765262,49.93749",2.862387812412121e-56
"[BUS]19.943181,49.938502",9.640459944710669e-49
"[BUS]19.885698,49.943387",1.1570550751276264e-40
"[BUS]19.766736,49.937913",6.64956828286574e-55
"[BUS]19.750921,49.938452",3.2507110002847886e-51
"[BUS]19.895246,49.938198",1.0029602020221344e-42
"[BUS]19.770929,49.940442",3.7245618073423854e-54
"[BUS]19.807278,49.938309",4.495430351764589e-56
"[BUS]19.971687,49.938048",1.374758706466739e-48
"[BUS]19.970838,49.938052",3.5516045322085736e-48
"[BUS]19.972649,49.938116",8.340865176375839e-49
"[BUS]19.969961,49.93817",9.491592239931068e-48
"[BUS]19.973651,49.938205",3.673481914702845e-49
"[BUS]19.969309,49.938469",2.541928156795857e-47
"[BUS]19.974746,49.93828",1.376152061447546e-49
"[BUS]19.975578,49.93833",5.164100529701092e-50
"[BUS]19.976491,49.938285",1.942893965068369e-50
"[BUS]19.976941,49.938302",7.339990134352992e-51
"[BUS]19.977558,49.938429",2.796080617889365e-51
"[BUS]19.807946,49.939947",6.479159335971914e-56
"[BUS]19.892445,49.938335",9.752419069999214e-42
"[BUS]19.780666,49.938798",1.6816647589519286e-53
"[BUS]19.77709,49.943489",2.813725283438207e-53
"[BUS]19.967505,49.938428",1.1432387757288311e-46
"[BUS]19.966979,49.938454",2.5015444907840975e-46
"[BUS]19.978244,49.938617",1.1045014309809836e-51
"[BUS]19.968965,49.93853",6.80908471749632e-47
"[BUS]19.750087,49.941296",4.632829037385861e-51
"[BUS]19.799983,49.938476",4.6257134658897317e-63
"[BUS]19.800606,49.938484",2.759617052043843e-63
"[BUS]19.800908,49.93849",4.020461931922981e-63
"[BUS]19.782089,49.938534",5.752134620841232e-54
"[BUS]19.801783,49.938512",2.368294703445083e-63
"[BUS]19.802126,49.938534",3.192228703488624e-63
"[BUS]19.782482,49.938584",2.951112434751233e-54
"[BUS]19.890611,49.939433",2.185707000788055e-41
"[BUS]19.798777,49.938576",7.870363256386923e-63
"[BUS]19.783128,49.938691",1.4922019405842527e-54
"[BUS]19.802841,49.938726",1.810319387458829e-63
"[BUS]19.795026,49.938589",2.037411511744921e-61
"[BUS]19.794173,49.938605",6.187594103401592e-61
"[BUS]19.795909,49.938619",7.102357634051265e-62
"[BUS]19.788614,49.938605",3.215727816257102e-58
"[BUS]19.788982,49.938618",1.3169088372551607e-58
"[BUS]19.786449,49.938614",1.776360125050572e-56
"[BUS]19.97893,49.938766",5.811191035107991e-52
"[BUS]19.790223,49.938698",5.190588251429724e-59
"[BUS]19.787082,49.938671",5.582169188217152e-57
"[BUS]19.894909,49.938927",4.4575415988068344e-43
"[BUS]19.787978,49.938639",7.583728635836084e-58
"[BUS]19.793074,49.938646",1.841499854613531e-60
"[BUS]19.796902,49.938722",2.0119242644278983e-62
"[BUS]19.787429,49.93868",1.733018771462273e-57
"[BUS]19.791898,49.938698",7.102216890307091e-60
"[BUS]19.791168,49.938732",1.962645423727964e-59
"[BUS]19.797517,49.938768",1.278456557550873e-62
"[BUS]19.786072,49.938725",3.8136431233405605e-56
"[BUS]19.803931,49.939114",2.226793033987577e-63
"[BUS]19.783956,49.938848",7.425457248555259e-55
"[BUS]19.797958,49.938743",6.036971469974343e-63
"[BUS]19.979674,49.938847",9.487998954169108e-52
"[BUS]19.941697,49.939562",4.55153653297932e-49
"[BUS]19.98138,49.939012",3.79402047473799e-51
"[BUS]19.809047,49.939594",1.029460789016349e-56
"[BUS]19.785561,49.938864",1.1821070448315648e-55
"[BUS]19.785129,49.93899",3.630595479278806e-55
"[BUS]19.89455,49.939562",1.979454882905362e-43
"[BUS]19.982434,49.939314",1.3974752629185165e-50
"[BUS]19.804319,49.939521",2.6098660393807027e-63
"[BUS]19.984733,49.939182",1.268896862826926e-49
"[BUS]19.983206,49.939288",2.963162011286354e-50
"[BUS]19.983675,49.939248",1.4553390492845577e-49
"[BUS]19.985908,49.940308",1.812335132094197e-49
"[BUS]19.894176,49.940211",8.781847122960287e-44
"[BUS]19.942289,49.940563",2.1678121770206046e-49
"[BUS]19.809358,49.940073",6.481597801018307e-57
"[BUS]19.779799,49.940068",3.9563083027608946e-54
"[BUS]19.809601,49.940336",4.076091047190047e-57
"[BUS]19.80461,49.941185",2.980811271115533e-63
"[BUS]19.98998,49.941974",2.9496615317871733e-49
"[BUS]19.888925,49.940722",2.711953854844008e-41
"[BUS]19.894009,49.940494",6.978232954437211e-44
"[BUS]19.986852,49.940306",6.772467071106879e-50
"[BUS]19.986519,49.940327",9.819749575755734e-50
"[BUS]19.809923,49.940619",2.557490514025223e-57
"[BUS]19.779439,49.940416",7.707166361591159e-54
"[BUS]19.987886,49.940652",4.5657354637137895e-50
"[BUS]19.810313,49.940947",1.599913775851722e-57
"[BUS]19.988285,49.940928",2.6986971898587407e-50
"[BUS]19.893606,49.941136",5.52893187804894e-44
"[BUS]19.779029,49.940796",1.4815371027508322e-53
"[BUS]19.942794,49.941631",1.0393377022291895e-49
"[BUS]19.774935,49.942247",1.846960233701127e-53
"[BUS]19.988605,49.941208",2.8936243888943307e-50
"[BUS]19.810903,49.941427",9.97464131111012e-58
"[BUS]19.88776,49.941018",3.363164581095748e-41
"[BUS]19.989177,49.941616",8.569436721739639e-50
"[BUS]19.806501,49.941273",3.4093697805100703e-63
"[BUS]19.806917,49.941959",5.5539834020445174e-55
"[BUS]19.892692,49.942463",4.3853207656192394e-44
"[BUS]19.886643,49.941487",4.1692615952928626e-41
"[BUS]19.811596,49.942614",1.6005283555373873e-57
"[BUS]19.94302,49.941934",3.3763214930880077e-50
"[BUS]19.749454,49.941914",3.7718989793684156e-51
"[BUS]19.747183,49.941973",2.015776321951747e-51
"[BUS]19.943467,49.942382",1.0988681505234876e-50
"[BUS]19.745772,49.943662",3.0411105397274617e-51
"[BUS]19.990976,49.942019",1.599011993319741e-49
"[BUS]19.992106,49.942292",1.1067058228215216e-49
"[BUS]19.88607,49.942234",5.167315030560031e-41
"[BUS]19.992969,49.942868",7.605371828601833e-50
"[BUS]19.944037,49.94298",1.036837933217483e-50
"[BUS]19.806585,49.942718",4.9278739720022654e-55
"[BUS]19.892514,49.942724",1.9426911575079555e-44
"[BUS]19.885435,49.94262",4.1015085223909344e-41
"[BUS]19.811416,49.943202",9.810136008469421e-58
"[BUS]19.806268,49.943105",2.909231459008139e-54
"[BUS]19.891676,49.944056",1.5798046227057958e-44
"[BUS]19.945084,49.944567",5.052376647988734e-51
"[BUS]19.805911,49.943419",2.4759976510826464e-54
"[BUS]19.77638,49.943248",1.531661515361086e-53
"[BUS]19.993583,49.943368",5.032965806385377e-50
"[BUS]19.811231,49.94373",1.4903614161429795e-57
"[BUS]19.805444,49.943793",2.0985068575514865e-54
"[BUS]19.885804,49.943901",1.1473490953951898e-40
"[BUS]19.992096,49.943628",1.3807048557750241e-50
"[BUS]19.99172,49.943645",7.471442786481487e-51
"[BUS]19.992396,49.943645",2.631701308582371e-50
"[BUS]19.991094,49.943681",5.130800987526957e-51
"[BUS]19.990478,49.943742",3.404963175550199e-51
"[BUS]19.741178,49.943701",6.38798787683388e-51
"[BUS]19.739427,49.943823",6.645836426427209e-51
"[BUS]19.740595,49.943754",3.910521722408066e-51
"[BUS]19.778083,49.943817",2.453562142203093e-53
"[BUS]19.989606,49.943866",1.838911366174122e-51
"[BUS]19.805119,49.944068",1.7723579406975355e-54
"[BUS]19.778489,49.943876",1.137034862620109e-53
"[BUS]19.810891,49.944577",2.1656136556283234e-57
"[BUS]19.988856,49.943994",1.2592804076103179e-51
"[BUS]19.778992,49.943938",5.240240540158561e-54
"[BUS]19.779928,49.944137",4.3849952172572645e-54
"[BUS]19.743804,49.943974",4.4321459467796805e-51
"[BUS]19.867075,49.943965",2.9927034724343515e-51
"[BUS]19.924437,49.944071",5.8740307997313805e-68
"[BUS]19.868231,49.944152",1.794529806431324e-51
"[BUS]19.98802,49.944148",8.333543779138502e-52
"[BUS]19.923414,49.944022",1.7282444773567003e-69
"[BUS]19.737671,49.944359",3.6911256277234505e-51
"[BUS]19.804804,49.944358",1.4927488871330063e-54
"[BUS]19.921698,49.944186",1.7282444773567003e-69
"[BUS]19.922589,49.944121",1.7282444773567003e-69
"[BUS]19.886035,49.944864",7.432896495651054e-41
"[BUS]19.869224,49.944191",1.0760621462424682e-51
"[BUS]19.924801,49.944709",5.70120635199571e-68
"[BUS]19.987407,49.944301",4.4753096367734324e-52
"[BUS]19.869857,49.944216",4.033695181722444e-52
"[BUS]19.870316,49.944234",2.418737318783973e-52
"[BUS]19.870854,49.944257",9.981240591658572e-44
"[BUS]19.871366,49.94428",2.4990936882655107e-43
"[BUS]19.872562,49.944369",4.560463985951024e-43
"[BUS]19.986819,49.94441",2.9614330890202666e-52
"[BUS]19.804594,49.944589",1.254678164184142e-54
"[BUS]19.7367,49.944869",2.0823908788244523e-51
"[BUS]19.874432,49.944575",1.1742339285452171e-42
"[BUS]19.781613,49.944502",3.5833185152307065e-54
"[BUS]19.986483,49.944439",1.5561438307553488e-52
"[BUS]19.876836,49.944441",6.403481067722413e-42
"[BUS]19.877508,49.944463",5.859827101741933e-42
"[BUS]19.986126,49.944454",8.301836401709964e-53
"[BUS]19.985418,49.944492",4.726672321890801e-53
"[BUS]19.878287,49.944518",3.8008618192202723e-42
"[BUS]19.875889,49.944671",3.345765817309779e-42
"[BUS]19.984711,49.944551",3.7110005176269926e-53
"[BUS]19.865034,49.944493",1.5401144447546923e-52
"[BUS]19.782048,49.944578",2.852178417273497e-54
"[BUS]19.879071,49.944548",3.3559687705051675e-42
"[BUS]19.879424,49.944616",1.9523095771981652e-42
"[BUS]19.984274,49.944656",3.0930102122894402e-53
"[BUS]19.891142,49.946567",7.162367925108349e-45
"[BUS]19.804091,49.945109",6.348439831233485e-54
"[BUS]19.879748,49.944668",1.1356028906764791e-42
"[BUS]19.881064,49.944648",2.3618908162075427e-43
"[BUS]19.881509,49.944651",1.7386418056838748e-43
"[BUS]19.880572,49.944671",3.87482404500657e-43
"[BUS]19.882072,49.944688",2.216590318225853e-43
"[BUS]19.983767,49.944804",5.717343516286069e-53
"[BUS]19.880115,49.944688",6.611059540132526e-43
"[BUS]19.882909,49.944762",5.256122250881466e-43
"[BUS]19.925241,49.945416",9.153295498140761e-67
"[BUS]19.864114,49.944713",4.108528189667545e-52
"[BUS]19.883246,49.944792",1.6113235724336528e-42
"[BUS]19.883647,49.944822",5.2378841953419057e-42
"[BUS]19.884209,49.944853",1.1985615502345644e-41
"[BUS]19.884969,49.944862",2.4819285921817414e-41
"[BUS]19.735813,49.945012",1.2017182280021972e-51
"[BUS]19.98236,49.945024",1.3671186579788325e-52
"[BUS]19.86311,49.94494",1.0960229806625764e-51
"[BUS]19.81092,49.945253",1.2731143606036146e-57
"[BUS]19.945514,49.945618",2.4770943440341382e-51
"[BUS]19.735496,49.945052",7.113311147132434e-52
"[BUS]19.982005,49.945078",5.072351151352544e-52
"[BUS]19.981476,49.945161",2.0780393932769002e-51
"[BUS]19.734892,49.945125",4.278790192825145e-52
"[BUS]19.803863,49.945718",2.9621941212976654e-53
"[BUS]19.862091,49.945164",2.9238368138232235e-51
"[BUS]19.733667,49.945159",2.5309503112371338e-52
"[BUS]19.869365,49.949531",5.0060477040843227e-51
"[BUS]19.733071,49.945417",1.3538300965143704e-52
"[BUS]19.976872,49.945436",9.748073167497149e-51
"[BUS]19.977998,49.945231",5.2208679653333076e-51
"[BUS]19.856322,49.945205",9.09754630110248e-49
"[BUS]19.857009,49.945247",2.412146208162879e-50
"[BUS]19.867717,49.945539",5.0456500586755783e-51
"[BUS]19.855577,49.945206",3.514035483918929e-47
"[BUS]19.980241,49.945405",6.577697040151357e-51
"[BUS]19.97836,49.945276",6.22120225476087e-51
"[BUS]19.854972,49.945233",1.3554249918763673e-45
"[BUS]19.857779,49.945306",6.208504040599582e-52
"[BUS]19.854322,49.94526",5.223946016832218e-44
"[BUS]19.810972,49.945637",7.426424982279137e-58
"[BUS]19.861108,49.945264",8.078800025226923e-60
"[BUS]19.853959,49.945276",1.9603520771498507e-42
"[BUS]19.978872,49.945337",9.868736765348115e-51
"[BUS]19.853649,49.945301",7.552691926378378e-41
"[BUS]19.858569,49.945318",1.5898025877292685e-53
"[BUS]19.859382,49.94531",1.0183434506913966e-56
"[BUS]19.860331,49.945314",2.565169422602719e-58
"[BUS]19.858909,49.945314",4.0419790353047854e-55
"[BUS]19.853273,49.945332",2.835823065984757e-39
"[BUS]19.852518,49.94543",1.0946259209966547e-37
"[BUS]19.97272,49.945632",2.9647440189767154e-50
"[BUS]19.925759,49.945557",8.600457307714757e-67
"[BUS]19.732479,49.945666",7.779802750592645e-53
"[BUS]19.927054,49.946835",8.675089889538584e-66
"[BUS]19.851319,49.945566",4.2374671561322425e-36
"[BUS]19.945776,49.946162",1.2290092554789892e-51
"[BUS]19.811213,49.946635",9.990924940171867e-58
"[BUS]19.850421,49.945661",1.6504109987541572e-34
"[BUS]19.975117,49.945686",3.7301274911135003e-50
"[BUS]19.732158,49.945819",3.2326823086812286e-53
"[BUS]19.975682,49.945743",2.5086254436297785e-50
"[BUS]19.784272,49.945905",2.2050944132629084e-54
"[BUS]19.849532,49.945931",6.509229099131919e-33
"[BUS]19.868976,49.947138",5.780765340161652e-51
"[BUS]19.730948,49.94671",2.704318194842127e-53
"[BUS]19.785311,49.946814",1.6509160450656527e-54
"[BUS]19.848536,49.946154",2.569384332663172e-31
"[BUS]19.946057,49.946529",4.108013333970812e-52
"[BUS]19.847852,49.946336",1.069084130644029e-29
"[BUS]19.845036,49.946411",1.638777673150089e-24
"[BUS]19.845869,49.946431",2.618986180064732e-26
"[BUS]19.844587,49.946424",1.1705477760877614e-22
"[BUS]19.846636,49.946481",4.996320505513332e-28
"[BUS]19.843228,49.946464",9.160969498091862e-21
"[BUS]19.842902,49.946488",7.44254547994984e-19
"[BUS]19.946441,49.947032",1.3891661480570748e-52
"[BUS]19.842121,49.946565",6.22058319106567e-17
"[BUS]19.891072,49.946919",3.2993349021578385e-45
"[BUS]19.84182,49.946611",5.322478165324962e-15
"[BUS]19.834604,49.953072",4.3168261524909156e-17
"[BUS]19.730356,49.947492",1.8979885685799746e-53
"[BUS]19.840682,49.947235",4.535858126792771e-13
"[BUS]19.890953,49.947495",3.115242644943692e-45
"[BUS]19.946948,49.947694",7.447611422857341e-53
"[BUS]19.811693,49.948501",1.306595993157221e-57
"[BUS]19.801315,49.948347",1.2251969173108922e-52
"[BUS]19.928597,49.948257",7.86859973333235e-66
"[BUS]19.787321,49.948215",1.1930660833563326e-54
"[BUS]19.730376,49.947942",8.334188985083946e-54
"[BUS]19.890767,49.948282",1.5619561499201618e-45
"[BUS]19.730424,49.948807",8.833904209968874e-54
"[BUS]19.839954,49.948169",1.069633088638648e-34
"[BUS]19.928988,49.948568",5.596457675000915e-65
"[BUS]19.890518,49.949319",8.102627226462096e-46
"[BUS]19.946808,49.949036",4.316541981902283e-53
"[BUS]19.811479,49.949024",1.69851017055788e-57
"[BUS]19.930238,49.949642",4.885063984279514e-65
"[BUS]19.839668,49.948594",4.221878162389991e-33
"[BUS]19.790317,49.950517",8.293992959853077e-55
"[BUS]19.801136,49.949167",1.9363358962073306e-45
"[BUS]19.839448,49.948843",1.7113682039395333e-31
"[BUS]19.730408,49.94952",6.834157978950742e-54
"[BUS]19.83906,49.949062",7.303939554844943e-30
"[BUS]19.947833,49.950173",2.782640437939794e-53
"[BUS]19.890348,49.950015",4.346322554512707e-46
"[BUS]19.80125,49.951782",2.03899230145887e-45
"[BUS]19.811831,49.949778",9.61170200634106e-58
"[BUS]19.838524,49.949422",3.4157133618683263e-28
"[BUS]19.801007,49.949846",8.228487627414165e-46
"[BUS]19.730356,49.950024",3.249814945702047e-54
"[BUS]19.974041,49.951962",2.4754144795220594e-50
"[BUS]19.931378,49.950681",4.244126667608895e-65
"[BUS]19.837116,49.950714",1.8261895535742986e-26
"[BUS]19.812359,49.950424",5.461991273631074e-58
"[BUS]19.890018,49.951651",5.762067538599753e-46
"[BUS]19.730258,49.950486",2.6708437072088496e-54
"[BUS]19.812851,49.951032",3.12828605853322e-58
"[BUS]19.947884,49.950818",1.137527151438849e-53
"[BUS]19.730128,49.951099",1.3176376183997892e-54
"[BUS]19.933412,49.952794",2.1835345280315025e-64
"[BUS]19.947835,49.952054",4.8390611155024047e-54
"[BUS]19.813274,49.951438",1.813430396286996e-58
"[BUS]19.791536,49.951606",5.5272509217377576e-55
"[BUS]19.729768,49.951793",1.1099683531164666e-54
"[BUS]19.836979,49.951174",1.1222978075856742e-24
"[BUS]19.813748,49.951852",1.0687627561368854e-58
"[BUS]19.836567,49.951648",7.909237466501459e-23
"[BUS]19.814372,49.952431",6.430736784137879e-59
"[BUS]19.947793,49.952683",3.941671890646635e-54
"[BUS]19.793051,49.952241",3.5192732138248094e-55
"[BUS]19.72909,49.95351",5.357075478734904e-55
"[BUS]19.793509,49.952342",1.3445301600192341e-55
"[BUS]19.835586,49.952308",6.200030234367029e-21
"[BUS]19.80068,49.954423",2.6202689248001682e-45
"[BUS]19.793895,49.952427",7.905345326304148e-56
"[BUS]19.815113,49.953518",1.136380353849535e-58
"[BUS]19.794768,49.952663",4.422892779741424e-56
"[BUS]19.835335,49.952526",5.103216255320779e-19
"[BUS]19.890109,49.953343",8.487187226883231e-46
"[BUS]19.800834,49.953288",1.5067818895273032e-45
"[BUS]19.933892,49.953292",9.103338351653684e-64
"[BUS]19.795428,49.95327",1.5555261341978246e-56
"[BUS]19.946572,49.953651",3.416508517620981e-54
"[BUS]19.795698,49.953548",8.167461172578623e-57
"[BUS]19.973929,49.954202",2.465939678219415e-50
"[BUS]19.933158,49.953762",1.6867065070829648e-58
"[BUS]19.796211,49.954015",4.333899847937808e-57
"[BUS]19.929549,49.955288",1.8528498835387483e-58
"[BUS]19.815178,49.954182",2.2124551255590854e-58
"[BUS]19.9324,49.953968",1.5354518357291652e-58
"[BUS]19.835149,49.953774",1.2645223548457579e-64
"[BUS]19.945021,49.955104",3.0559777880943454e-54
"[BUS]19.931559,49.954272",7.3168692391562225e-59
"[BUS]19.815249,49.955288",1.472341114198989e-58
"[BUS]19.796652,49.954389",2.5455212187361e-57
"[BUS]19.930734,49.954666",3.486695396820493e-59
"[BUS]19.728358,49.954836",2.59767232832086e-55
"[BUS]19.80058,49.954887",1.9363354530465793e-45
"[BUS]19.797343,49.954938",1.8438530432664732e-57
"[BUS]19.973401,49.955115",1.229320583474297e-50
"[BUS]19.797639,49.955158",8.372739464971661e-58
"[BUS]19.728352,49.956297",1.265693622851592e-55
"[BUS]19.972713,49.956657",1.2165070146578358e-50
"[BUS]19.799149,49.956237",8.291476321980685e-58
"[BUS]19.945818,49.955468",1.449973604821557e-54
"[BUS]19.890358,49.955528",5.775187804667719e-46
"[BUS]19.800425,49.955569",8.228484177737144e-46
"[BUS]19.83579,49.955267",2.1661093111514556e-64
"[BUS]19.815291,49.956107",2.8649911633633448e-58
"[BUS]19.929536,49.955651",8.82934308584734e-59
"[BUS]19.894515,49.955424",2.711793147759359e-61
"[BUS]19.892751,49.955511",4.975205570176887e-62
"[BUS]19.895012,49.955424",1.2082577526434241e-60
"[BUS]19.946209,49.955633",6.893079897254858e-55
"[BUS]19.89147,49.955545",1.1194271265883662e-62
"[BUS]19.890917,49.955529",2.522311881717875e-63
"[BUS]19.896131,49.955536",6.598982314440554e-60
"[BUS]19.897535,49.955667",3.607310457865657e-59
"[BUS]19.80032,49.956254",6.0807070270822626e-46
"[BUS]19.889462,49.955872",1.105469862774744e-45
"[BUS]19.946561,49.955782",3.2762414493771664e-55
"[BUS]19.929553,49.956097",8.037404997162503e-59
"[BUS]19.835926,49.955657",3.983785324406777e-64
"[BUS]19.898141,49.95567",1.6129840084728673e-58
"[BUS]19.947442,49.956199",2.9462280964192162e-55
"[BUS]19.889331,49.956227",6.8734216812759316e-46
"[BUS]19.899945,49.956018",7.222409907614308e-58
"[BUS]19.902678,49.956024",5.380329347694843e-55
"[BUS]19.901731,49.956058",9.776068267951626e-56
"[BUS]19.901137,49.956086",1.7783878117220638e-56
"[BUS]19.900612,49.956111",3.960909996649031e-57
