,betweenness
[ROAD]280850520,0.0
[ROAD]280850522,0.00010868784312590652
[ROAD]280888488,8.679945553725776e-07
[ROAD]280888490,0.00014189223514798343
[ROAD]280888491,0.00015245152637929191
[ROAD]280888631,0.0003036927043929097
[ROAD]280888725,0.0054912713289238585
[ROAD]280888738,0.005059406725642851
[ROAD]280888739,4.6726385634694824e-05
[ROAD]280888768,0.00016558272606313347
[ROAD]280888742,1.6888581846615764e-07
[ROAD]280888747,0.0001852520325486804
[ROAD]280888773,0.00035154957765741484
[ROAD]280888803,0.00018544841140736198
[ROAD]280888804,0.00011978848541098055
"[BUS]19.963155,50.070601",0.0024870518385043737
[ROAD]280889333,0.0014079644111654021
[ROAD]280889336,0.00012169597872497428
[ROAD]280889350,0.00041155313792757116
[ROAD]280889351,5.861254335449517e-06
[ROAD]280889376,7.294099948009876e-05
[ROAD]280889380,1.0604458368805246e-07
[ROAD]280889384,0.00015498023148291504
[ROAD]280889388,8.954875955879987e-07
[ROAD]280889400,0.0002049049741293372
[ROAD]280889403,1.7849529061764286e-05
[ROAD]281472713,0.0004062096691828454
"[BUS]19.914039,50.073369",0.0013165395789099977
[ROAD]281472922,0.0004263542125064018
[ROAD]281473029,0.00010868391554873289
[ROAD]281473036,0.00014405567557445884
[ROAD]281473127,6.26841316911599e-05
[ROAD]281473146,4.624329364233814e-05
[ROAD]281474610,0.011825318240188405
[ROAD]281474691,0.000481242103507903
[ROAD]281477569,0.00018502423307260976
[ROAD]281477852,0.0015603203665001358
[ROAD]281478097,0.0011948632380708916
[ROAD]281719602,0.001358945629653698
[ROAD]1704925766,0.007118109142436618
[ROAD]281775230,0.00010844826091831499
"[BUS]19.940144,50.016809",6.20871399607679e-05
"[BUS]19.943852,49.987546",0.01490856451091853
"[BUS]19.945373,49.98955",0.015962761572515808
"[BUS]19.933393,50.023072",0.0010220459148539288
[ROAD]281814959,0.04709914805666702
[ROAD]281815806,0.000276360040245412
[ROAD]281834017,0.00021738746898333392
[ROAD]281949732,8.130084749417356e-07
[ROAD]282189293,0.00010869569828025378
[ROAD]282189299,0.00020175571183228026
[ROAD]282194351,0.0
"[BUS]20.046846,50.074799",0.008658430285968622
"[BUS]20.044802,50.078385",0.0004062371622230608
[ROAD]282412217,0.0
[ROAD]282664368,0.0
"[BUS]20.037801,50.081556",0.0012754119545363147
[ROAD]282664373,8.519896783900289e-05
[ROAD]282754700,0.0
[ROAD]282754701,0.0004971527186382845
[ROAD]282754702,0.0007087725405421404
[ROAD]282871998,0.00021032568522514437
[ROAD]282872001,0.0003195653529439461
[ROAD]317291642,0.08491139456592676
[ROAD]282877100,0.0007912222043596012
"[BUS]20.021832,50.090512",0.0030261157331624806
"[BUS]20.023431,50.08276",0.0
[ROAD]529083462,0.045333839582320706
"[BUS]20.044966,50.066789",0.0005131949076039827
"[BUS]20.052149,50.066099",0.0040921780054012985
[ROAD]282909671,0.0008369824060095827
"[BUS]20.045918,50.079434",0.0016053068354469119
"[BUS]20.042481,50.080936",0.0008517186755650484
[ROAD]282909694,0.00016146269760799396
"[BUS]20.037954,50.079122",0.0015494645431922182
[ROAD]283024943,8.637527720250555e-05
[ROAD]283033591,0.0001387658837177727
[ROAD]283045062,1.862457095736092e-05
[ROAD]283230171,0.0
[ROAD]283586907,0.000108401784588427
"[BUS]20.038932,50.077018",0.0031752959150542354
[ROAD]283586915,5.367688803963149e-07
[ROAD]283586918,0.0006646547207469327
[ROAD]283586921,0.00013450118950340443
[ROAD]283586953,0.00021443131256398054
"[BUS]20.045606,50.076713",0.001139500110231381
[ROAD]283586980,0.0002964207952559308
[ROAD]283586987,1.9637885868157864e-07
[ROAD]283586988,0.00010873104647481647
"[BUS]20.039388,50.078439",0.00234705727772745
[ROAD]283586993,0.00029391892859632754
[ROAD]283586995,0.00010887898521502326
[ROAD]283586996,0.00015510918693344928
[ROAD]283586999,0.00010918795461934895
"[BUS]20.013527,50.085986",0.04436099442672086
[ROAD]283659860,0.0002268830413966823
[ROAD]283659861,2.0592287121349166e-05
[ROAD]283659866,5.347003564182023e-05
[ROAD]283659867,0.0003876243739972208
[ROAD]283659878,0.0010937137247335755
"[BUS]20.022589,50.090367",0.0020512635856269087
"[BUS]19.976219,50.067145",3.106320786625211e-05
[ROAD]283705702,1.571030869452629e-08
[ROAD]283705728,7.855154347263146e-09
"[BUS]19.979562,50.061024",0.0007897257974564476
[ROAD]283832898,0.00047955128153465463
[ROAD]283832912,0.0
[ROAD]283832916,0.00046419445478575514
[ROAD]283832917,0.0011027183500003214
[ROAD]9960801497,0.00038209238154816074
[ROAD]283832926,0.0
[ROAD]283832928,0.001288905145916326
[ROAD]283832931,0.0002018617564159683
[ROAD]283832933,0.00023284248516157417
[ROAD]283832946,0.0
[ROAD]283832950,0.0008708931073267177
[ROAD]283832952,0.000649558423283884
[ROAD]283833045,0.021657178975591412
[ROAD]283833199,0.01799595437556684
[ROAD]283833219,0.02190142714486521
[ROAD]284547580,4.7386218599864925e-05
[ROAD]284609040,0.00016530779566097928
[ROAD]284609242,8.228274178758146e-06
[ROAD]284609271,0.00021281184157605315
[ROAD]284609362,2.936256695006964e-05
"[BUS]19.922536,50.078758",0.00031587539418931923
[ROAD]284745488,0.00010431252215448095
[ROAD]284774309,6.233457732270669e-05
[ROAD]284774384,0.0005114726650133452
[ROAD]285656934,2.219866618536565e-05
[ROAD]285656938,0.0001519618884249792
[ROAD]285671054,0.0002173599759431185
[ROAD]285671070,0.0
[ROAD]285671077,0.0
[ROAD]285673931,0.0
[ROAD]285680110,1.3180948994707559e-05
[ROAD]285903158,0.0015279532030122382
[ROAD]285903160,0.00010871926374329557
[ROAD]286055917,0.0003215546707823905
[ROAD]286069613,0.0005569225880666098
"[BUS]20.038086,50.085268",0.006887725320585738
"[BUS]19.895636,50.059145",0.0012578576483587684
"[BUS]19.891484,50.060793",0.0030538444280083198
[ROAD]286303825,3.142061738905258e-08
[ROAD]286305138,0.00010895099079653983
[ROAD]286305142,0.0
[ROAD]286305145,0.0001822605279347642
[ROAD]286305146,0.00010940331676770302
[ROAD]286305147,2.9980505758720993e-06
[ROAD]286305149,0.00010900204929979704
[ROAD]286305152,0.0003260046157201151
[ROAD]286471350,0.0
"[BUS]20.047113,50.086984",0.007500796551926585
"[BUS]20.056618,50.081502",0.0008443309029014474
[ROAD]286865417,0.0009299992162126993
"[BUS]20.057609,50.090825",0.06340715282709179
[ROAD]286869009,0.0014472611299799773
[ROAD]286869028,6.182006471296096e-06
[ROAD]287223763,0.001802479064717564
"[BUS]19.998852,50.013662",0.21233349016934502
"[BUS]20.010872,50.015955",0.011580802995666798
"[BUS]20.020348,50.007131",0.004234800769903577
"[BUS]20.016,50.013014",0.00041541591007783783
[ROAD]287551063,0.0011086568466868523
[ROAD]287568861,0.00010868391554873289
[ROAD]287568862,2.2929195539661123e-05
[ROAD]287568919,0.0
[ROAD]287569371,0.00019576222906531849
[ROAD]3383881268,0.19027823946447453
[ROAD]287577082,0.00030435973791623146
"[BUS]20.02831,50.014505",0.0034737574139499655
"[BUS]20.016225,50.01628",0.008417732646459786
[ROAD]287596391,0.002195947673549149
[ROAD]287596403,0.00020324347806565193
[ROAD]287596501,0.0028451683251961004
[ROAD]1079540209,0.0007902913685694506
[ROAD]287596508,9.740253925405225e-05
[ROAD]288186967,0.000653448267662526
[ROAD]287596513,0.0030920008402501504
[ROAD]287596514,0.0003630770166620235
[ROAD]287596843,0.00021327490292482435
[ROAD]287596960,0.20529565677676026
[ROAD]287628797,0.0
[ROAD]287628798,0.0003405327236853783
"[BUS]19.913836,50.082414",9.317784086723544e-05
[ROAD]287630698,6.078122055053541e-05
[ROAD]287631549,2.253120105273312e-06
[ROAD]287633883,1.1782731520894719e-08
[ROAD]287635219,0.0006769257810297489
[ROAD]287635520,5.3340425595090394e-05
[ROAD]287635522,6.883078996789331e-05
"[BUS]20.013789,50.007566",0.01458348287583422
"[BUS]20.016186,50.006352",0.01598642915256411
"[BUS]20.015313,50.007349",0.011133471593476031
[ROAD]287674490,0.00705826072146482
[ROAD]310158304,0.0020257886654825386
[ROAD]287825405,0.0017533332915439122
[ROAD]287826048,0.0005401636162667238
[ROAD]1721860055,0.0005954580115056959
[ROAD]287826069,0.0006982485975053947
[ROAD]1063974306,0.00015527676355952424
"[BUS]20.018369,50.006428",0.008148965267487198
[ROAD]287895899,0.00011098154819530736
[ROAD]287895913,0.0009510903056351008
"[BUS]19.977388,50.018576",0.006457592778838303
[ROAD]287896074,0.0012758538069683482
[ROAD]7393064319,0.0006009625109145406
[ROAD]287920047,0.0035076798979986213
"[BUS]19.969771,50.011194",0.004011044079937004
[ROAD]288019202,0.0
"[BUS]19.961132,50.013004",0.010375425633502095
[ROAD]288019205,0.0009442268645241796
[ROAD]288019206,0.0008076342401758165
[ROAD]288019207,0.00010922984877586767
[ROAD]288019209,0.00023528151058639939
[ROAD]288019220,0.0005429207754426132
[ROAD]288019235,0.00011031320547959438
[ROAD]288019238,4.5485925844022856e-05
[ROAD]288019239,4.2498348807280435e-05
[ROAD]288019241,0.00021402284453792285
[ROAD]288029114,0.0009427324214096128
[ROAD]288029125,0.0007627472698507724
"[BUS]19.960301,50.019974",0.0014816902714840318
"[BUS]19.96003,50.020739",0.0059896219586001
[ROAD]288029169,5.9514576912039225e-05
[ROAD]288029170,0.00040163731475654265
[ROAD]288029171,0.0009152446179637566
[ROAD]288029172,0.0004718951244308555
[ROAD]288029178,0.0002548984493762979
[ROAD]288029180,0.0
"[BUS]19.963567,50.01613",0.0007649506406451796
[ROAD]288029182,0.0005513225176132067
"[BUS]19.962644,50.021358",0.00238999355138959
"[BUS]19.964172,50.021925",0.0012463125352568784
"[BUS]19.965476,50.022333",0.0005018127889547983
[ROAD]1643162309,0.0007722107670506376
"[BUS]19.968747,50.023555",0.0003051472171395446
[ROAD]288038573,0.00012987515818906203
[ROAD]288038575,0.00011237583809194656
[ROAD]288038576,0.0006177646860633365
[ROAD]288038577,0.0002173599759431185
[ROAD]288038578,0.0005428736445165296
[ROAD]288038579,0.00027465939932922953
[ROAD]288038583,0.00016634860361199163
[ROAD]288038587,6.480502336492095e-07
[ROAD]288038591,3.0635101954326266e-07
[ROAD]288038593,0.0001084855729014645
[ROAD]288038611,9.186995766841612e-05
[ROAD]288038633,0.00010868391554873289
[ROAD]288038668,0.00013597075796253823
"[BUS]19.954425,50.020292",0.0012336166420431143
[ROAD]288038687,0.0007865798081403688
"[BUS]19.952479,50.019576",0.0010529441644788883
"[BUS]19.951652,50.01859",0.0019613691992768295
[ROAD]288038693,0.0005472764585281706
[ROAD]1417650431,0.0008314798703893248
"[BUS]19.950224,50.015183",0.0019600141851519267
"[BUS]19.949949,50.013632",0.008723938345647624
"[BUS]19.949206,50.011704",0.002288501029645777
[ROAD]288038709,0.000368465652544246
[ROAD]288038710,0.00026011754484385865
[ROAD]288038717,2.8206550068630748e-05
[ROAD]288038761,3.4955436845321e-07
[ROAD]288038766,0.0002162425802372203
[ROAD]288038768,3.9275771736315726e-08
"[BUS]19.971559,50.024681",0.00019388877475349622
"[BUS]19.972348,50.024978",0.0005190685992671486
"[BUS]19.973761,50.026141",0.20519015812629934
[ROAD]288038779,0.00010868391554873289
[ROAD]288038787,0.0004586074762562642
[ROAD]288038789,0.00035016707049229654
[ROAD]288038794,0.0001456188512895642
[ROAD]288038797,0.00020729817782052541
[ROAD]288038800,0.0016558115503226402
[ROAD]288038803,6.073212583586501e-05
[ROAD]288038805,0.0002732670732211771
[ROAD]288038806,0.000489662828968169
[ROAD]288038815,0.0007596287735749089
"[BUS]19.970309,50.024188",0.0006529871981564644
"[BUS]19.969863,50.026912",0.2047914422743638
[ROAD]288038825,0.0010831590156756361
"[BUS]19.976855,50.026713",0.0033473679805025016
[ROAD]288038831,0.0001680983392428445
[ROAD]1084152437,0.0071215025691146365
"[BUS]19.948442,50.008357",0.010435301547514108
"[BUS]19.948599,50.005592",0.015252769519261255
[ROAD]583377664,0.001864161664229448
"[BUS]19.963352,50.004844",0.0037789733636900487
"[BUS]19.965527,50.005183",0.00048147383056114726
"[BUS]19.966498,50.005635",0.0003895135386177376
"[BUS]19.969042,50.006531",0.00038517749341804834
[ROAD]288048109,0.0007669890531982944
[ROAD]288048124,0.0031347014592818727
"[BUS]19.982868,50.005817",0.00345322993185198
"[BUS]19.963847,50.007692",0.0017595545737869446
"[BUS]19.963788,50.006602",0.0020202867844584765
[ROAD]288048138,0.00023775195662861364
[ROAD]288048140,0.00011605990548081298
[ROAD]288048141,0.00012128358312174297
[ROAD]288048144,0.00016409417431432712
[ROAD]288048152,4.461727669245467e-06
[ROAD]288048562,0.0001446369569961563
[ROAD]288048564,7.855154347263146e-09
[ROAD]288048569,3.7469086236445206e-06
[ROAD]288049500,0.0005238680985733265
[ROAD]288145408,0.0005847985670564598
[ROAD]288145412,0.00025026128992663017
[ROAD]288145413,0.0002657516542994331
[ROAD]288145414,0.0003089196550148177
"[BUS]19.943773,50.042091",0.00017071999700624357
[ROAD]288145419,0.0003125958672493369
[ROAD]288145420,0.00022844752630428043
[ROAD]288145422,0.0002589490906347032
[ROAD]288145424,0.0004926045842712192
"[BUS]19.959716,50.043324",0.0031924957573918615
[ROAD]288145432,0.0003405366512625519
[ROAD]288145433,0.0
[ROAD]288145449,0.00018532272893780576
[ROAD]288145457,4.773577296831814e-05
[ROAD]288145459,0.0001079651689259583
[ROAD]288145462,0.000250284855389672
[ROAD]288145469,0.00025868790675265675
[ROAD]288145479,0.00017098707225405053
[ROAD]288145484,0.00014011238809213272
[ROAD]288147296,0.00012064731561961466
[ROAD]288147300,0.0003841523957757305
[ROAD]1505755479,0.0005207260368344211
[ROAD]288147308,0.0005635562659128735
[ROAD]288147312,0.0006106754092649315
[ROAD]288147313,0.00021735212078877124
[ROAD]288149509,9.340564034330607e-05
[ROAD]288161683,0.0
[ROAD]4900507347,9.873929014509774e-05
[ROAD]288183435,7.34064173751741e-05
[ROAD]288183997,4.0061287171042043e-07
[ROAD]288184386,0.0003765643166762743
[ROAD]288186005,0.0009069953967067391
[ROAD]288186008,0.0010286756651230189
"[BUS]19.991074,50.017212",0.03538041640581663
[ROAD]288199075,0.0015144109169175563
"[BUS]19.988343,50.004071",0.0014944666800298552
"[BUS]20.003763,50.003607",0.007281618107752075
[ROAD]288495800,0.00012484196804105318
[ROAD]288495887,0.00023952329393392148
[ROAD]288495991,6.680808772347306e-05
[ROAD]288496364,0.0005305371246141529
[ROAD]288496633,6.209106753794153e-05
[ROAD]288496766,0.0
[ROAD]288496778,0.0001552728359823506
[ROAD]288604034,0.0007438615150113649
[ROAD]288604073,0.000402653248052122
[ROAD]288604048,0.00014011631566930637
[ROAD]288604077,0.00010868391554873289
[ROAD]288604059,0.0
[ROAD]288604081,0.00021755046343603963
[ROAD]288604085,0.00014035982545407153
[ROAD]288604089,0.0
[ROAD]288615447,0.0
[ROAD]288615460,0.0005481012497346333
[ROAD]288615479,0.0004571621278563678
[ROAD]288615480,0.0
[ROAD]288615526,0.0
[ROAD]288621588,0.0006236678345553047
[ROAD]288621598,0.0002173599759431185
[ROAD]288621611,0.0
[ROAD]288736409,1.3039556216456822e-06
"[BUS]19.955225,50.020263",0.001191513014741784
"[BUS]19.958633,50.023863",0.0006175761623590021
[ROAD]288737189,0.0068727808894400695
[ROAD]288737892,0.00036868494226977375
[ROAD]288738053,0.0
"[BUS]19.972115,50.026584",0.20452765048107402
"[BUS]19.958765,50.028599",0.20979368311424446
[ROAD]288754694,4.659284801079135e-05
[ROAD]288910198,6.197324022273259e-05
"[BUS]19.90224,50.077212",0.000816617918364303
[ROAD]288939436,0.0003280469558504035
[ROAD]288939442,0.0002173599759431185
[ROAD]288939443,0.000533914840983476
[ROAD]288939460,0.00010894313564219256
[ROAD]289007760,0.0
[ROAD]289007762,0.0002173599759431185
[ROAD]289007763,0.00032616564638423396
[ROAD]289007765,0.0001864695814725062
[ROAD]289007767,6.222656895043182e-05
"[BUS]19.896342,50.079516",0.0012394530217231308
[ROAD]289007772,0.0
[ROAD]289007773,0.0008928089879555819
"[BUS]19.900331,50.07802",0.000987993820758543
[ROAD]289007776,0.0
[ROAD]289010655,0.0002869487883055227
[ROAD]289136503,0.001783579563358049
[ROAD]6321380164,0.00803513164366764
"[BUS]20.052476,50.04283",0.0008735795701134817
"[BUS]19.957272,50.08854",0.03321522951669136
"[BUS]19.903034,50.006474",0.001879149298724026
"[BUS]19.896437,50.007172",0.001731672703431334
[ROAD]289259012,0.0
[ROAD]289259032,0.0
[ROAD]289259033,0.00010882727211557044
[ROAD]289259034,0.0003257781254364357
"[BUS]19.927202,50.048336",0.00035240317109648414
[ROAD]289301200,0.0
"[BUS]19.893998,50.007549",0.0009001692675789675
"[BUS]19.891754,50.00719",0.006095124536638192
"[BUS]19.893649,50.007673",0.005736992339637771
[ROAD]289306909,0.0007367015418238346
[ROAD]289307708,0.0010271890771627993
[ROAD]289639893,0.00010885672894437268
[ROAD]289639906,0.009172720987604048
[ROAD]289640029,0.0
[ROAD]289640040,0.00037008774191695583
[ROAD]289640048,0.000387697034174933
"[BUS]20.012036,50.007688",0.0007268001197691093
[ROAD]289640278,0.00015514518972420757
[ROAD]289640285,0.00031054959954187483
[ROAD]289640522,0.00021741888960072299
[ROAD]289640524,0.0002354582515592128
[ROAD]289640547,0.00018386559780638845
[ROAD]289640549,9.818942934078932e-08
[ROAD]289642279,0.09734621779738237
[ROAD]289684150,0.00033926018868112164
[ROAD]289684154,0.00426853014807453
[ROAD]289684438,0.0003463730309425684
[ROAD]289684446,0.00041910783262105153
[ROAD]290004988,0.0002173599759431185
"[BUS]19.859978,50.045173",0.010237261323688084
[ROAD]290005000,0.00010868391554873289
[ROAD]290005002,0.0
[ROAD]290005011,2.5835602648148486e-05
[ROAD]290005012,0.00010980327504321789
[ROAD]290005013,0.00030127266225775704
[ROAD]290005016,0.0030019061474642157
[ROAD]290005018,0.0
[ROAD]290005019,0.0
[ROAD]290005032,0.0005095704084689163
[ROAD]290005042,0.0004090964384054646
[ROAD]290005044,0.00023988986780346043
[ROAD]290005049,0.00011093965403878861
[ROAD]290005054,0.0
[ROAD]290005099,0.0003724599985298293
"[BUS]19.881375,50.046309",0.0025496692013835818
[ROAD]290005102,0.00026421204404736954
[ROAD]290005107,0.0
[ROAD]290005110,0.0
[ROAD]2419732962,0.010852206009340754
[ROAD]290012248,0.0
[ROAD]290012276,0.0002173599759431185
[ROAD]290013024,0.0004346649658058062
"[BUS]19.881717,50.046444",0.00250741239857248
[ROAD]290013114,0.0
[ROAD]290013165,0.0
[ROAD]290029071,0.0
"[BUS]19.947093,50.043837",0.001095387527205738
[ROAD]290029078,0.00011746205053179946
[ROAD]290029079,0.0
[ROAD]290029089,0.00010868391554873289
"[BUS]19.935111,50.042864",0.023041889511504134
[ROAD]290114325,0.0006894547522136335
[ROAD]290114330,0.0
[ROAD]290114346,0.000321613584439995
[ROAD]290114361,4.461727669245467e-05
[ROAD]290114394,0.0
[ROAD]290114397,0.00010868391554873289
[ROAD]290114398,0.0
[ROAD]290114399,0.0001087978152867682
[ROAD]290265493,0.0001815718927369876
[ROAD]290265697,0.0
[ROAD]290271111,0.000359585400554665
[ROAD]290273157,0.0006706495127062856
[ROAD]290273215,0.00042877752762253245
[ROAD]290273249,0.0
[ROAD]290273252,0.00032873820943296264
[ROAD]290273273,0.0
[ROAD]290273277,0.0
[ROAD]290273279,0.00048243215939151337
[ROAD]290278536,0.0002889204320466858
[ROAD]290282117,0.0
[ROAD]290282118,0.0001108126623768412
[ROAD]290282119,0.0003217157014465094
[ROAD]290282120,0.0
[ROAD]290282122,0.0
[ROAD]290282123,0.00011524296942869761
[ROAD]290282124,0.0003322337531174948
[ROAD]290283152,0.0
[ROAD]290285991,0.001628758398750666
[ROAD]290286002,0.0002173599759431185
[ROAD]290286009,0.00015527676355952424
[ROAD]290286010,0.00012416642476718853
[ROAD]290286011,0.0006518678386619794
[ROAD]290286012,0.0003260046157201151
[ROAD]290286014,0.0008690864218268471
[ROAD]290286015,0.0
[ROAD]290286016,0.0010862028879852004
[ROAD]290286017,0.0
[ROAD]290286018,0.0013807751035847422
[ROAD]290286030,0.0002173599759431185
[ROAD]290286034,0.0
[ROAD]2573428622,0.0002173599759431185
[ROAD]290286038,0.0
[ROAD]290286043,0.0
[ROAD]290288088,0.0
[ROAD]290367848,0.0
[ROAD]290369423,0.0
[ROAD]290370921,3.218649493791074e-05
"[BUS]19.940438,50.051092",0.00012417035234436218
[ROAD]290812817,0.0
[ROAD]290819797,9.195243678906239e-05
[ROAD]290824427,0.0003864539559994786
[ROAD]290824428,0.0002173599759431185
[ROAD]290824429,0.0
[ROAD]290829549,0.0
[ROAD]290839236,0.00041067532442926453
[ROAD]290839296,0.0002173599759431185
[ROAD]290839307,0.0
[ROAD]290845105,0.0015340370200541934
[ROAD]290845508,0.0016557212160476468
[ROAD]290849819,0.001870292612197487
[ROAD]290849826,0.001762398139660654
[ROAD]290915615,0.0004346256900340699
"[BUS]19.970479,50.033074",0.00267049325797601
[ROAD]290915771,0.0005432467643480246
[ROAD]290916178,0.0
[ROAD]290916570,0.0003258946435592534
[ROAD]290916619,0.0001088095980182891
[ROAD]290916669,0.0004344528766384301
[ROAD]290916695,0.00010880174286394183
[ROAD]290916696,0.00021743067233224387
[ROAD]290916909,0.0
[ROAD]290916910,0.0010065044919778687
[ROAD]290917146,0.00011742637503908283
[ROAD]290917148,0.0018730017240134603
[ROAD]290917331,8.255210812207301e-05
[ROAD]290917335,0.0003340787979543673
[ROAD]290917394,0.0006831002596447955
[ROAD]290917398,0.0024231456411756384
[ROAD]290917400,2.1282886107713887e-06
[ROAD]290917465,0.00012682238337130124
[ROAD]290917644,0.001277243372862443
[ROAD]290917650,0.00011032504743648536
[ROAD]290917656,0.0007096796035807348
[ROAD]290917695,0.000250604772136088
[ROAD]290917778,5.721395182571341e-06
[ROAD]290917779,1.288251547200638e-06
[ROAD]290917780,0.0002186263748873225
[ROAD]290917781,0.0006864860758627581
[ROAD]290917847,0.002310660420059406
[ROAD]292027715,0.01095647140056915
[ROAD]292027747,0.0024848681055958345
"[BUS]19.873732,49.980688",0.0043149973136157645
"[BUS]19.868798,49.972722",0.002503787244841218
"[BUS]19.877915,49.971527",0.005771975269523307
"[BUS]19.902417,50.015167",0.002747697642478086
[ROAD]293073708,0.0013022824737697152
[ROAD]293073710,0.001143808662390855
[ROAD]293073711,0.0001376458696270921
[ROAD]293073713,6.914106856461021e-05
[ROAD]293625152,0.0004795021868199842
[ROAD]293627532,0.00012080638249514673
[ROAD]293627545,0.00034859014825708344
[ROAD]293630880,0.0021775430469135114
[ROAD]1674434069,0.0007481091897246475
[ROAD]293630891,0.0002173599759431185
"[BUS]19.988556,49.998531",0.0016302233850364306
[ROAD]293638169,0.0006916934712026036
"[BUS]19.993998,50.003617",0.00022012891785052878
[ROAD]293638198,6.684736349520937e-06
[ROAD]293638206,0.005246866056563113
[ROAD]293638210,0.005145609189449717
[ROAD]293638251,0.00497979473633334
"[BUS]19.990493,50.003968",0.0016582898515192018
[ROAD]293638281,0.0025933477871315385
[ROAD]293640147,0.00026830065188512
"[BUS]19.990378,49.994506",0.004930817848978154
[ROAD]293640173,0.00020449323312230147
[ROAD]294025348,0.0
[ROAD]294030332,0.001314607210940571
[ROAD]294030333,0.004598599806169354
[ROAD]294030345,0.018243859119189288
"[BUS]19.854341,50.082168",0.0015505524820693141
"[BUS]19.893335,50.092327",0.045748379642688825
[ROAD]2361342055,0.0015183620595542297
[ROAD]295825387,0.004092236199003087
"[BUS]19.875228,50.009882",0.0052384374759485
"[BUS]19.875876,50.012176",0.00480143429253199
"[BUS]19.876257,50.017518",0.004325201420951338
"[BUS]19.877575,50.016105",0.0001406625107349194
[ROAD]295842394,0.0012203767793908023
[ROAD]295842396,0.0006520602899434874
[ROAD]295842397,8.31585914973013e-05
[ROAD]295842399,0.00019154008360366454
[ROAD]969661365,0.0004346806761145007
[ROAD]296149998,0.0
[ROAD]296150154,0.0006519071144337157
[ROAD]296375343,0.00010838149210636326
[ROAD]296375345,0.00010233695083614427
[ROAD]296539174,0.0003260046157201151
[ROAD]296540313,0.0009742355179193117
[ROAD]296541338,0.00010868391554873289
[ROAD]296541438,0.00021735212078877124
[ROAD]297421141,0.0004346649658058062
[ROAD]297421144,0.0
[ROAD]297421200,0.0002173599759431185
[ROAD]297421388,0.0004346414003427644
[ROAD]297421390,0.00010868391554873289
"[BUS]20.065865,50.081323",0.060669048946456486
"[BUS]20.065814,50.081906",0.060037078213756125
"[BUS]20.066755,50.081635",0.0006018619260873022
[ROAD]297640284,0.0002173599759431185
[ROAD]297856942,0.0
[ROAD]297891997,0.00054331746073715
[ROAD]297891999,0.0002173599759431185
[ROAD]300606749,0.0008603593453470379
[ROAD]300606752,0.0006697618802650448
[ROAD]2724085086,0.0012708913132094648
[ROAD]304384551,0.00019871576709988944
[ROAD]305845598,0.0022410323319252655
[ROAD]305845601,0.002133047525113439
[ROAD]305845605,0.0013954354399815178
[ROAD]305845607,0.0011798193083034916
[ROAD]305845614,0.0007604889129759342
[ROAD]305845616,0.0003570305116032177
[ROAD]7993248035,0.00010869177070308015
[ROAD]305845632,3.142061738905258e-08
[ROAD]305845641,0.00018629480428827957
[ROAD]305845671,0.0
[ROAD]305845677,0.0
[ROAD]305845691,0.0
[ROAD]305845714,0.002881152787260913
[ROAD]305845716,0.0010542520476777078
[ROAD]305845720,0.0007886385131755471
[ROAD]305845722,0.0003550372661875997
[ROAD]305845727,0.00024718534240348103
[ROAD]1372244282,0.0005446600375343363
[ROAD]305845746,3.816295820378678e-07
[ROAD]305845748,0.00010857983475363165
[ROAD]305845751,0.00021702285890238182
[ROAD]305845755,0.0001085739433878712
[ROAD]305845759,0.00016812386849447312
[ROAD]305845761,6.751505161472674e-06
[ROAD]305845763,0.0002081419523166052
[ROAD]306255031,0.0036755484739768086
[ROAD]306255032,0.0
"[BUS]19.844379,50.084996",0.01944001845772748
[ROAD]306255091,0.0
"[BUS]19.838079,50.08976",0.019253022580913708
[ROAD]306255165,0.0
[ROAD]307414955,0.004362226429128684
"[BUS]20.042406,50.033331",0.016369642857395346
[ROAD]307617542,0.0023632074750654227
[ROAD]307617576,0.0006715685657649154
[ROAD]307617586,0.0006171460926584894
[ROAD]307626232,0.004252808056648482
[ROAD]308870463,0.0016238408102908011
[ROAD]308870472,6.124598384941513e-05
"[BUS]20.051466,50.021689",0.0034408676208594964
[ROAD]308870475,0.0006522184403843456
"[BUS]20.050591,50.0163",0.0051619675483778925
[ROAD]308870506,0.00017077105550950079
[ROAD]310155413,0.00016904488534168972
[ROAD]310155462,0.0006017990848525242
[ROAD]310155734,5.4986080430842024e-08
[ROAD]310155884,0.00021749744114419562
[ROAD]310156228,0.0
"[BUS]20.038401,50.019235",0.0037478257129145635
"[BUS]20.035733,50.018641",0.0038795546875295796
"[BUS]20.026701,50.012543",0.00038458835684200364
"[BUS]20.025308,50.011906",0.00026977676630620984
"[BUS]20.035294,50.011102",0.001704139012792166
"[BUS]20.030711,50.01019",0.00014596415078274596
"[BUS]20.029738,50.010067",0.0004797741715392582
"[BUS]20.027582,50.010171",0.0005515974480153609
"[BUS]20.026142,50.010124",0.0009203354125769788
[ROAD]310157807,0.0020890350953057238
[ROAD]310654682,0.0
[ROAD]310654687,0.00010868391554873289
[ROAD]310654721,7.855154347263146e-09
[ROAD]311337266,0.0005807904745507689
[ROAD]311436197,0.0
"[BUS]19.835045,50.042753",0.002847520943923106
[ROAD]316292135,0.0028546534240704207
[ROAD]316293926,0.001012333016503538
[ROAD]316293928,0.0006344647442056179
[ROAD]316293947,0.0008000474702687514
"[BUS]19.952976,50.083791",0.00028796210321631967
